instance_id,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,music_genre
26062,35,0.369,0.691,306040,0.328,0.705,0.101,-5.766,0.0309,136.022,0.667,Electronic
86618,41,0.0102,0.646,164960,0.977,0.769,0.201,1.585,0.167,123.016,0.606,Electronic
28754,36,0.0003819999999999,0.556,260585,0.718,0.184,0.0536,-4.273,0.0446,140.056,0.179,Electronic
52680,43,0.023,0.625,244966,0.958,0.002,0.329,0.034,0.408,145.071,0.61,Electronic
74467,34,0.016,0.718,178995,0.941,0.000128,0.467,-3.675,0.418,145.068,0.549,Electronic
32252,41,0.0000477,0.577,239533,0.833,0.263,0.154,-7.157,0.0274,117.968,0.65,Electronic
67315,37,0.0169,0.817,388000,0.903,0.862,0.0661,-8.195,0.0751,120.013,0.664,Electronic
40812,48,0.055,0.552,250543,0.703,0.729,0.118,-7.867,0.065,182.999,0.363,Electronic
41468,33,0.63,0.146,153120,0.091,0.463,0.347,-22.31,0.0331,78.255,0.0386,Electronic
55156,36,0.184,0.656,194987,0.804,0.0000038,0.797,-5.932,0.125,102.096,0.468,Electronic
33440,31,0.203,0.36,180706,0.888,0.0448,0.113,-1.513,0.0651,84.173,0.21,Electronic
88719,37,0.000623,0.633,200960,0.693,0.517,0.124,-8.028,0.083,93.641,0.327,Electronic
79027,55,0.0003819999999999,0.375,255693,0.843,0.00181,0.0951,-4.982,0.0342,172.167,0.228,Electronic
45800,34,0.0183,0.544,-1,0.784,0.0172,0.266,-5.031,0.0615,168.364,0.462,Electronic
77967,43,0.392,0.515,289680,0.52,0.000344,0.107,-9.882,0.121,165.015,0.29,Electronic
85013,34,0.0715,0.637,-1,0.866,0.881,0.221,-6.645,0.0369,139.179,0.61,Electronic
43881,34,0.00278,0.571,176033,0.883,0.893,0.105,-3.694,0.0944,149.936,0.127,Electronic
39649,30,0.00716,0.388,213000,0.907,0.000124,0.324,-3.959,0.232,144.832,0.0668,Electronic
54266,38,0.0374,0.54,463493,0.703,0.684,0.135,-11.195,0.0409,175.98,0.0912,Electronic
48627,27,0.00951,0.473,222197,0.834,0.00294,0.0735,-3.757,0.0436,149.97,0.163,Electronic
32470,29,0.00448,0.64,172800,0.999,0.11,0.822,0,0.151,99.986,0.173,Electronic
86917,35,0.0109,0.402,242373,0.826,0.000766,0.0945,-7.105,0.0553,172.85,0.0476,Electronic
84609,31,0.0275,0.566,241714,0.67,0.0289999999999999,0.0889,-7.603,0.453,139.822,0.207,Electronic
72003,39,0.0379,0.722,373587,0.521,0.653,0.663,-10.849,0.0623,96.999,0.323,Electronic
75353,36,0.000946,0.686,-1,0.979,0.7,0.087,-4.076,0.0722,127.999,0.355,Electronic
53661,44,0.00926,0.612,-1,0.731,0.846,0.151,-9.147,0.165,150.005,0.744,Electronic
47796,44,0.0387,0.759,499384,0.402,0.827,0.101,-13.783,0.0819999999999999,117.997,0.0854,Electronic
22286,42,0.0482,0.633,324000,0.696,0.765,0.0824,-11.857,0.0378,106.987,0.173,Electronic
79367,38,0.767,0.59,126600,0.876,0.0436,0.505,-8.418,0.2,113.745,0.597,Electronic
69986,30,0.0704,0.767,273933,0.862,0.0000354,0.112,-6.347,0.221,95.023,0.809,Electronic
64428,45,0.171,0.565,-1,0.534,0.876,0.106,-11.723,0.0336,170.073,0.0367,Electronic
25246,28,0.0263,0.495,244655,0.929,0.00965,0.485,-0.819,0.395,140.028,0.184,Electronic
91600,50,0.022,0.539,-1,0.585,0.052,0.0958,-7.679,0.177,145.149,0.168,Electronic
27722,32,0.000553,0.684,214840,0.692,0.0326,0.232,-6.525,0.0813,87.841,0.373,Electronic
64304,50,0.0022,0.492,365080,0.773,0.835,0.305,-5.845,0.0369,123.974,0.197,Electronic
33452,34,0.00299,0.366,4276000,0.778,0.0697,0.0954,-4.126,0.0622,138.293,0.147,Electronic
45214,62,0.0643,0.874,313168,0.575,0.21,0.557,-10.022,0.0432,114.984,0.571,Electronic
33055,41,0.476,0.553,255347,0.7,0.0142,0.0756,-7.169,0.0274,92.042,0.476,Electronic
65573,54,0.0173,0.875,527134,0.617,0.862,0.0707,-9.073,0.0517,119.999,0.0831,Electronic
81665,33,0.0182,0.623,162743,0.679,0.000671,0.363,-9.12,0.392,179.931,0.47,Electronic
81756,28,0.0020399999999999,0.625,185600,0.962,0.185,0.137,-1.511,0.284,149.901,0.279,Electronic
41587,36,0.0265,0.757,187142,0.991,0.22,0.0501,-0.735,0.117,140.049,0.823,Electronic
58166,53,0.239,0.699,268840,0.68,0.131,0.048,-9.791,0.0558,135.026,0.375,Electronic
67438,45,0.15,0.802,-1,0.755,0.000205,0.136,-9.07,0.261,125.019,0.175,Electronic
84231,24,0.0018899999999999,0.777,192001,0.86,0.431,0.0591,-5.035,0.0458,150.026,0.754,Electronic
84886,52,0.0382,0.391,202400,0.925,0,0.452,-2.96,0.255,149.706,0.145,Electronic
81654,37,0.000073,0.534,198429,0.943,0.285,0.107,-3.627,0.224,150.04,0.422,Electronic
46442,25,0.0522,0.738,504999,0.599,0.317,0.105,-8.083,0.0394,120.021,0.594,Electronic
74050,41,0.00173,0.659,231333,0.766,0.0000317,0.381,-5.863,0.0269,131.219,0.438,Electronic
60250,31,0.477,0.559,253619,0.476,0.00164,0.176,-8.791,0.0271,79.24,0.707,Electronic
46866,47,0.0954,0.627,291120,0.685,0.215,0.0899,-6.617,0.0312,143.98,0.507,Electronic
55845,50,0.117,0.467,284263,0.723,0.00000349,0.186,-7.101,0.0536,139.995,0.207,Electronic
67401,27,0.0009449999999999,0.748,247286,0.965,0.0006309999999999,0.307,0.203,0.224,140.008,0.372,Electronic
52503,45,0.00108,0.618,-1,0.943,0.0143,0.107,-2.334,0.157,140.056,0.231,Electronic
62797,44,0.000771,0.916,281905,0.924,0.0076,0.203,-3.39,0.138,126.014,0.361,Electronic
36481,35,0.00179,0.726,177231,0.928,0.0627,0.345,-4.454,0.0934,129.972,0.233,Electronic
25204,49,0.0279999999999999,0.683,518222,0.937,0.768,0.141,-6.388,0.0335,126.872,0.305,Electronic
47383,54,0.0106,0.612,216689,0.668,0.0000304,0.484,-4.869,0.0326,134.995,0.285,Electronic
71488,39,0.835,0.584,122013,0.52,0.98,0.3,-25.582,0.108,77.346,0.713,Electronic
63078,51,0.0006349999999999,0.537,243626,0.707,0.00000336,0.131,-5.718,0.033,138.055,0.187,Electronic
89386,40,0.966,0.716,219173,0.404,0.909,0.107,-13.79,0.0437,96.979,0.565,Electronic
67397,43,0.0484,0.675,269814,0.701,0.000213,0.362,-11.207,0.0529,117.488,0.384,Electronic
56510,28,0.0473,0.782,216920,0.92,0.000453,0.0646,-5.113,0.0515,116.016,0.961,Electronic
29192,29,0.26,0.523,237347,0.733,0.0000162,0.24,-7.407,0.285,92.281,0.112,Electronic
46158,34,0.473,0.519,207547,0.32,0.846,0.11,-11.238,0.0293,60.933,0.0517,Electronic
38222,51,0.157,0.696,476675,0.634,0.887,0.129,-12.063,0.0403,118.035,0.0359,Electronic
55301,43,0.509,0.43,217133,0.623,0.92,0.0987,-7.426,0.0368,166.951,0.135,Electronic
57303,41,0.00278,0.649,250973,0.909,0.628,0.0871,-12.349,0.0798,155.054,0.548,Electronic
29575,40,0.333,0.716,235040,0.823,0.00137,0.407,-6.808,0.0588,105.399,0.524,Electronic
91168,32,0.0263,0.784,347871,0.714,0.464,0.0769,-3.812,0.0441,125.025,0.703,Electronic
81832,35,0.00148,0.599,285533,0.921,0.463,0.328,-8.519,0.0417,121.993,0.617,Electronic
86223,24,0.00305,0.571,185147,0.911,0.244,0.0785,-5.872,0.0526,96.404,0.774,Electronic
35223,23,0.0392,0.792,140800,0.7,0.00622,0.138,-5.774,0.599,150.304,0.407,Electronic
59132,48,0.113,0.881,-1,0.186,0.808,0.0885,-17.428,0.0537,114.003,0.0539,Electronic
26030,49,0.104,0.665,213307,0.901,0.0000655,0.358,-4.193,0.0362,129.954,0.594,Electronic
64320,30,0.000302,0.618,339920,0.518,0.00627,0.106,-7.174,0.0288,97.032,0.271,Electronic
28233,42,0.00014,0.519,218000,0.936,0.749,0.373,-6.363,0.123,149.954,0.216,Electronic
59384,21,0.00857,0.616,305440,0.859,0.162,0.255,-10.941,0.11,144.616,0.524,Electronic
61479,34,0.00533,0.446,222002,0.992,0.0008789999999999,0.451,-3.312,0.299,149.898,0.0367,Electronic
85953,33,0.00526,0.882,253440,0.598,0.539,0.923,-6.195,0.124,125.004,0.105,Electronic
26574,28,0.317,0.721,-1,0.695,0.593,0.112,-5.675,0.0462,124.021,0.529,Electronic
87218,39,0.106,0.598,320507,0.377,0.0022,0.714,-9.915,0.0559,120.05,0.122,Electronic
23340,54,0.0000304,0.428,344973,0.982,0.822,0.322,-4.104,0.0477,173.998,0.3,Electronic
44763,32,0.982,0.67,94040,0.291,0.962,0.101,-19.695,0.0369,112.543,0.26,Electronic
79533,35,0.5,0.252,-1,0.364,0.974,0.621,-11.373,0.0277,96.579,0.0749,Electronic
38739,41,0.0145,0.662,214857,0.945,0.00000204,0.126,-0.75,0.11,104.92,0.523,Electronic
76475,35,0.3,0.713,331787,0.525,0.904,0.11,-13.864,0.0282,119.982,0.677,Electronic
39720,33,0.0014,0.77,-1,0.991,0.809,0.0858,-1.618,0.128,130.027,0.367,Electronic
47099,52,0.00151,0.795,-1,0.827,0.664,0.0915,-4.407,0.0637,123.983,0.191,Electronic
38073,27,0.00434,0.423,286957,0.837,0.00435,0.675,-4.942,0.0648,110.644,0.651,Electronic
64126,29,0.00117,0.48,238720,0.948,0.753,0.872,-8.683,0.0425,137.905,0.736,Electronic
84554,45,0.000672,0.672,265250,0.897,0.000618,0.0707,-4.514,0.416,140.026,0.36,Electronic
84734,41,0.015,0.222,81800,0.601,0.963,0.532,-8.409,0.0421,93.337,0.18,Electronic
76749,25,0.000946,0.442,-1,0.868,0.000137,0.37,-6.917,0.0471,147.256,0.467,Electronic
47505,26,0.0000214,0.568,-1,0.772,0.876,0.118,-14.839,0.0499,127.907,0.62,Electronic
31109,39,0.0161,0.624,272733,0.824,0.889,0.147,-8.063,0.0279,149.974,0.847,Electronic
73961,45,0.00577,0.381,267800,0.937,0.0155,0.169,-4.782,0.0391,173.958,0.0397,Electronic
64932,56,0.763,0.561,327400,0.565,0.948,0.166,-12.374,0.0373,122.072,0.0392,Electronic
24768,52,0.0208,0.576,188907,0.88,0.0000899,0.334,-2.01,0.126,87.969,0.514,Electronic
89059,28,0.705,0.406,231184,0.74,0.82,0.174,-8.395,0.0848,62.732,0.0394,Electronic
41257,42,0.0002319999999999,0.599,208125,0.972,0.255,0.166,-4.67,0.103,127.994,0.125,Electronic
79926,38,0.295,0.122,336173,0.609,0.894,0.319,-8.563,0.047,73.662,0.181,Electronic
81781,48,0.0000125,0.672,249853,0.968,0.754,0.29,-3.371,0.119,125.983,0.176,Electronic
69487,32,0.000151,0.58,295313,0.984,0.0579999999999999,0.125,-2.858,0.207,127.959,0.0974,Electronic
69941,35,0.164,0.555,394552,0.453,0.898,0.114,-14.892,0.0311,127.008,0.629,Electronic
83571,24,0.0881,0.579,263333,0.805,0.43,0.199,-5.992,0.116,112.514,0.486,Electronic
85128,37,0.0227,0.728,243226,0.889,0.00258,0.0715,-4.368,0.0515,150.104,0.232,Electronic
50467,36,0.0077,0.293,357040,0.726,0.108,0.106,-7.038,0.0373,103.741,0.28,Electronic
84499,55,0.00224,0.774,226973,0.895,0.0794,0.804,-3.846,0.233,106.945,0.533,Electronic
38677,33,0.214,0.681,219750,0.723,0.00601,0.244,-6.586,0.0738,93.222,0.705,Electronic
68453,31,0.127,0.684,298723,0.798,0.268,0.0779,-6.338,0.0736,94.135,0.576,Electronic
26708,34,0.0006389999999999,0.582,163328,0.504,0.0216,0.342,-5.582,0.0304,75.051,0.515,Electronic
83845,37,0.0237,0.617,211200,0.72,0.47,0.084,-7.331,0.0347,99.993,0.0725,Electronic
29986,35,0.000123,0.653,247200,0.975,0.586,0.788,-3.676,0.0618,124.669,0.548,Electronic
51550,44,0.0169,0.715,217600,0.932,0.49,0.0798,-7.002,0.092,150.029,0.671,Electronic
79589,44,0.0352,0.711,213547,0.756,0.00313,0.138,-10.637,0.0302,127.108,0.493,Electronic
80901,32,0.165,0.349,237693,0.731,0.727,0.0937,-7.169,0.036,149.863,0.258,Electronic
83030,0,0.0413,0.686,186714,0.471,0.748,0.0979,-11.388,0.0764,89.975,0.173,Electronic
67192,39,0.52,0.692,350449,0.257,0.908,0.0645,-18.929,0.0545,171.936,0.226,Electronic
55517,33,0.000566,0.608,313773,0.918,0.0067599999999999,0.108,-6.855,0.0659,108.118,0.642,Electronic
41152,43,0.0295,0.762,252200,0.536,0.706,0.0749,-12.549,0.0787,100.019,0.133,Electronic
49728,41,0.837,0.61,117240,0.571,0.743,0.15,-7.136,0.0315,106.185,0.909,Electronic
86581,36,0.00415,0.618,324267,0.515,0.00258,0.114,-13.336,0.0353,105.175,0.192,Electronic
32788,42,0.0569,0.709,161787,0.411,0.134,0.0737,-9.429,0.239,187.379,0.806,Electronic
32678,22,0.00943,0.589,258207,0.727,0.346,0.0943,-8.006,0.074,145.086,0.142,Electronic
39041,49,0.32,0.601,229520,0.558,0.375,0.0732,-8.353,0.0441,92.948,0.416,Electronic
53654,32,0.0265,0.441,594080,0.994,0.872,0.978,-3.131,0.303,130.019,0.0632,Electronic
41218,45,0.0676,0.752,193147,0.681,0.382,0.174,-7.397,0.0298,95.8,0.713,Electronic
67139,41,0.00612,0.595,224173,0.664,0.562,0.074,-8.028,0.0343,123.475,0.645,Electronic
70930,0,0.000036,0.696,-1,0.651,0.882,0.161,-12.914,0.0394,122.002,0.488,Electronic
61061,37,0.00487,0.786,263554,0.88,0.81,0.152,-6.197,0.0672,126.006,0.924,Electronic
71628,43,0.000739,0.631,319960,0.874,0.756,0.331,-5.821,0.067,109,0.338,Electronic
81231,28,0.0395,0.719,205500,0.517,0.000419,0.485,-7.224,0.333,160.014,0.158,Electronic
50977,25,0.0409,0.821,188509,0.841,0.859,0.0746,-5.426,0.0496,114.994,0.331,Electronic
69740,61,0.0052299999999999,0.45,233667,0.846,0,0.228,-4.712,0.0472,140.042,0.402,Electronic
54472,32,0.0002319999999999,0.749,208987,0.85,0.000233,0.0924,-2.713,0.204,174.089,0.198,Electronic
36845,29,0.00688,0.386,-1,0.7,0.00000862,0.242,-6.881,0.0842,119.249,0.372,Electronic
72046,50,0.153,0.896,326809,0.765,0.635,0.114,-7.335,0.0419,120.003,0.657,Electronic
59809,36,0.0168,0.78,190866,0.911,0.738,0.417,-4.79,0.0453,153.992,0.388,Electronic
59948,39,0.00663,0.703,235333,0.872,0.175,0.118,-6.435,0.15,90.048,0.387,Electronic
60488,28,0.000101,0.734,55573,0.86,0.376,0.144,-5.474,0.274,91.153,0.39,Electronic
33601,37,0.0057799999999999,0.574,254500,0.817,0.0202,0.354,-5.805,0.0508,102.01,0.143,Electronic
21382,29,0.0015,0.649,238447,0.95,0.57,0.108,-4.413,0.321,128.049,0.399,Electronic
54651,38,0.244,0.439,218293,0.593,0.0002319999999999,0.107,-6.188,0.04,116.81,0.181,Electronic
28692,20,0.00504,0.667,257760,0.637,0.00000302,0.114,-6.785,0.232,89.033,0.796,Electronic
35589,31,0.00106,0.442,295667,0.925,0.877,0.142,-4.354,0.206,75.077,0.174,Electronic
47035,49,0.0629,0.645,218027,0.956,0.0013,0.326,-3.426,0.0488,126.855,0.842,Electronic
86329,42,0.0013599999999999,0.481,280709,0.625,0.0241,0.129,-8.777,0.0674,117.887,0.557,Electronic
74110,38,0.254,0.305,392000,0.487,0.239,0.0894,-10.579,0.0292,98.944,0.0663,Electronic
55194,38,0.000335,0.538,292000,0.633,0.196,0.182,-10.087,0.03,128.97,0.293,Electronic
54942,45,0.0000819,0.471,598667,0.848,0.284,0.952,-11.331,0.0595,131.045,0.117,Electronic
33175,48,0.0194,0.872,201507,0.584,0.00085,0.113,-7.412,0.0788,109.987,0.212,Electronic
39359,50,0.0188,0.473,-1,0.871,0.198,0.0916,-6.362,0.0459,170.042,0.279,Electronic
22983,43,0.0596,0.787,121874,0.81,0.125,0.625,-7.822,0.0993,77.505,0.644,Electronic
73351,44,0.013,0.629,300000,0.649,0.513,0.349,-7.515,0.0559,139.998,0.0595,Electronic
36553,34,0.382,0.406,376240,0.592,0.0000838,0.135,-9.137,0.0959,139.948,0.187,Electronic
20505,26,0.0022199999999999,0.573,233600,0.843,0.83,0.117,-5.822,0.132,74.998,0.232,Electronic
90037,33,0.0252,0.627,340160,0.821,0.845,0.113,-7.863,0.0386,110.045,0.627,Electronic
76147,31,0.00107,0.589,213544,0.873,0.034,0.0817,-5.39,0.08,136.106,0.188,Electronic
39981,45,0.0522,0.41,242000,0.67,0.869,0.159,-9.418,0.146,119.975,0.179,Electronic
56595,52,0.177,0.518,100733,0.531,0.00241,0.0674,-9.296,0.0334,144.097,0.143,Electronic
74315,40,0.226,0.401,168312,0.77,0.00000224,0.0749,-4.676,0.0537,76.913,0.0355,Electronic
75852,29,0.000335,0.326,43960,0.963,0.947,0.339,-9.042,0.376,137.438,0.575,Electronic
66147,29,0.00699,0.545,222745,0.91,0.0222,0.355,-4.346,0.0675,152.985,0.282,Electronic
32231,27,0.315,0.639,183652,0.413,0.00000122,0.0924,-10.757,0.0457,115.049,0.207,Electronic
77585,45,0.0588,0.594,236827,0.88,0.128,0.0973,-4.943,0.0786,149.969,0.376,Electronic
37231,36,0.00904,0.715,-1,0.334,0.853,0.0634,-8.989,0.0279999999999999,107.336,0.0613,Electronic
74860,42,0.000914,0.563,204500,0.978,0.309,0.354,-1.192,0.24,150.021,0.353,Electronic
48270,28,0.0493,0.416,226286,0.823,0.0141,0.0592,-6.464,0.065,104.807,0.0449,Electronic
60317,34,0.274,0.7,309728,0.283,0.0353,0.246,-13.66,0.0511,113.032,0.0654,Electronic
34811,32,0.0455,0.473,150240,0.951,0.0258,0.58,-5.105,0.134,118.785,0.546,Electronic
28246,43,0.0178,0.623,278533,0.862,0.167,0.461,-4.714,0.0319,123.19,0.771,Electronic
83194,39,0.000061,0.695,235622,0.778,0.761,0.342,-9.091,0.0523,122.018,0.324,Electronic
38981,37,0.0882,0.531,474467,0.568,0.00909,0.0855,-11.651,0.0745,118.002,0.0819,Electronic
35679,70,0.0742,0.536,192000,0.879,0,0.0847,-3.019,0.0621,140.137,0.334,Electronic
86468,39,0.319,0.826,252260,0.527,0.903,0.134,-9.49,0.0608,120.039,0.342,Electronic
83294,37,0.0132,0.765,294157,0.672,0.597,0.0756,-7.391,0.0297,120.015,0.75,Electronic
73046,33,0.000718,0.501,-1,0.935,0.0201,0.0831,-5.566,0.157,144.922,0.188,Electronic
36661,29,0.0554,0.624,-1,0.584,0.207,0.616,-7.168,0.0382,139.787,0.52,Electronic
54801,39,0.865,0.464,333396,0.451,0.414,0.157,-11.979,0.031,164.923,0.0981,Electronic
41487,38,0.837,0.417,158351,0.368,0.0026,0.212,-10.472,0.0509,97.026,0.0709,Electronic
57847,21,0.0613,0.52,300307,0.721,0.352,0.331,-7.779,0.0331,112.013,0.125,Electronic
68742,38,0.956,0.688,246707,0.589,0.908,0.114,-9.653,0.0316,118.002,0.391,Electronic
88110,40,0.0145,0.276,-1,0.727,0.00000663,0.124,-4.15,0.0638,159.901,0.0438,Electronic
25505,22,0.928,0.713,284800,0.889,0.921,0.0617,-13.579,0.0954,100.613,0.0971,Electronic
20577,33,0.0101,0.714,-1,0.883,0.183,0.128,-5.512,0.052,149.987,0.175,Electronic
38003,38,0.00422,0.489,286347,0.672,0.272,0.108,-10.34,0.0294,94.905,0.699,Electronic
57072,38,0.00297,0.27,273600,0.932,0.163,0.227,-2.581,0.118,149.822,0.233,Electronic
24182,30,0.0145,0.519,234573,0.576,0.392,0.201,-7.705,0.0289,139.981,0.116,Electronic
57637,28,0.000128,0.316,327000,0.961,0.577,0.175,-4.378,0.0615,195.042,0.0522,Electronic
54762,27,0.286,0.563,205221,0.375,0,0.0858,-9.895,0.053,149.996,0.185,Electronic
32969,30,0.00533,0.421,164289,0.8,0.332,0.381,-5.85,0.303,189.935,0.0991,Electronic
74879,43,0.000292,0.615,212808,0.891,0.0154,0.18,-4.953,0.0412,74.978,0.273,Electronic
70658,44,0.0034,0.304,260013,0.834,0.0463,0.486,-4.303,0.101,162.915,0.472,Electronic
79553,41,0.0057,0.741,198404,0.814,0.756,0.215,-5.561,0.111,150.009,0.124,Electronic
30211,42,0.00482,0.746,246200,0.739,0.883,0.0731,-12.912,0.0527,112.824,0.666,Electronic
55385,27,0.0089,0.697,234573,0.892,0.0131,0.295,-5.844,0.0428,120.01,0.438,Electronic
75968,49,0.0258,0.874,238533,0.66,0.000128,0.187,-6.699,0.0545,114.005,0.845,Electronic
69690,29,0.000915,0.676,192800,0.91,0.034,0.0546,-2.668,0.0646,150.008,0.717,Electronic
89584,26,0.0956,0.72,204806,0.985,0.0143,0.435,-0.745,0.5,75.014,0.0356,Electronic
57837,43,0.942,0.792,211133,0.394,0.732,0.122,-12.271,0.21,107.624,0.367,Electronic
47960,42,0.049,0.501,231200,0.946,0,0.146,-3.565,0.115,149.927,0.381,Electronic
28926,39,0.0449,0.655,-1,0.664,0,0.541,-6.68,0.14,144.018,0.581,Electronic
33450,43,0.179,0.731,-1,0.613,0.933,0.119,-10.288,0.112,123.028,0.101,Electronic
24519,41,0.00185,0.631,318021,0.662,0.58,0.0598,-6.694,0.321,140.046,0.326,Electronic
61521,42,0.00403,0.654,182400,0.882,0,0.558,-4.718,0.0918,99.998,0.681,Electronic
68087,40,0.802,0.482,199533,0.635,0.914,0.15,-10.937,0.0371,108.873,0.461,Electronic
55524,30,0.000992,0.705,364000,0.576,0.75,0.125,-12.828,0.0415,120.016,0.044,Electronic
48385,53,0.141,0.743,252345,0.889,0.0195,0.125,-4.179,0.102,120.008,0.335,Electronic
70685,35,0.77,0.43,523213,0.552,0.879,0.0741,-10.027,0.0478,168.038,0.135,Electronic
90131,40,0.0301,0.779,-1,0.629,0.807,0.257,-7.066,0.0755,126.016,0.824,Electronic
34142,0,0.00143,0.701,389130,0.626,0.901,0.0753,-9.079,0.0386,120.006,0.305,Electronic
41403,37,0.0141,0.461,291097,0.94,0.00314,0.0987,-4.897,0.111,155.017,0.282,Electronic
65211,29,0.178,0.576,228227,0.797,0,0.122,-5.454,0.0434,136.947,0.126,Electronic
75541,35,0.71,0.742,356600,0.308,0.191,0.108,-9.817,0.0486,75.004,0.602,Electronic
38419,45,0.0752,0.657,181931,0.884,0.0157,0.127,-3.546,0.285,149.967,0.419,Electronic
75525,41,0.36,0.601,389613,0.548,0.84,0.167,-9.963,0.089,82.488,0.219,Electronic
60616,39,0.035,0.554,266680,0.714,0.504,0.233,-7.642,0.0432,149.985,0.0664,Electronic
56658,37,0.439,0.495,309773,0.373,0.732,0.169,-15.35,0.0263,92.707,0.169,Electronic
35305,38,0.0052299999999999,0.501,219008,0.946,0.309,0.236,-1.055,0.149,160.108,0.413,Electronic
79310,45,0.134,0.77,216596,0.844,0.287,0.112,-6.217,0.0798,125.023,0.0616,Electronic
28385,52,0.00185,0.775,372832,0.501,0.89,0.107,-10.875,0.0337,115.992,0.0599,Electronic
36854,38,0.602,0.712,247107,0.542,0.0339,0.0621,-11.486,0.0741,159.948,0.858,Electronic
77861,26,0.000753,0.546,316440,0.758,0.525,0.89,-9.664,0.0379,100.96,0.294,Electronic
75885,37,0.842,0.389,63587,0.305,0.631,0.0961,-10.692,0.0265,85.728,0.085,Electronic
30625,52,0.00305,0.715,203067,0.758,0.107,0.345,-4.797,0.152,129.048,0.385,Electronic
20071,34,0.00467,0.665,157422,0.951,0.0000718,0.31,-2.204,0.339,75.006,0.482,Electronic
68016,39,0.027,0.676,338013,0.618,0.0245,0.0608,-6.953,0.0279,127.018,0.203,Electronic
46137,31,0.00036,0.851,361000,0.803,0.0045299999999999,0.101,-5.893,0.0632,129.218,0.528,Electronic
55138,53,0.00025,0.461,217600,0.964,0.3,0.247,-3.275,0.223,112.586,0.0558,Electronic
22553,38,0.0649,0.668,211200,0.879,0.451,0.666,-6.493,0.361,149.933,0.359,Electronic
36372,35,0.307,0.649,243827,0.972,0.722,0.105,-7.255,0.109,162.855,0.399,Electronic
62876,36,0.00101,0.608,191267,0.993,0.916,0.563,-3.073,0.182,144.021,0.353,Electronic
64028,48,0.371,0.898,254533,0.58,0.0357,0.0824,-4.885,0.0844,127.025,0.715,Electronic
44782,33,0.0246,0.675,-1,0.716,0.848,0.0686,-10.792,0.0592,108.012,0.807,Electronic
83505,42,0.121,0.776,224276,0.839,0.000724,0.121,-5.423,0.0395,121.989,0.97,Electronic
61767,48,0.101,0.745,147280,0.808,0.526,0.118,-6.055,0.0442,103.011,0.935,Electronic
52445,30,0.00276,0.76,-1,0.919,0.00849,0.124,-3.629,0.254,75.009,0.407,Electronic
31963,44,0.00109,0.628,300000,0.918,0.00549,0.0998,-5.365,0.0877,129.979,0.403,Electronic
63544,32,0.00114,0.469,234409,0.778,0.0666,0.11,-8.125,0.0414,169.934,0.169,Electronic
52637,49,0.00265,0.703,331800,0.769,0.00141,0.0387,-7.319,0.0752,113.984,0.655,Electronic
51875,41,0.000562,0.379,386453,0.845,0.837,0.135,-7.252,0.0354,174.022,0.159,Electronic
41725,44,0.000295,0.566,184000,0.921,0.00000249,0.254,-3.969,0.0659,149.973,0.324,Electronic
80477,27,0.00878,0.438,256000,0.961,0.307,0.0971,-4.356,0.26,165.062,0.0713,Electronic
28739,29,0.00583,0.732,239987,0.995,0.598,0.0583,-4.135,0.0909,129.958,0.731,Electronic
73715,29,0.118,0.784,413973,0.491,0.907,0.0772,-9.327,0.0829,105.036,0.918,Electronic
30122,20,0.418,0.254,574787,0.856,0.858,0.0915,-9.462,0.2,80.019,0.0374,Electronic
58530,40,0.547,0.771,-1,0.503,0.368,0.0908,-13.136,0.0501,90.017,0.66,Electronic
25438,31,0.00187,0.503,215273,0.717,0.774,0.48,-7.962,0.0366,82.512,0.318,Electronic
37619,37,0.535,0.67,283204,0.618,0.00516,0.114,-8.697,0.0303,117.019,0.723,Electronic
32906,22,0.314,0.618,202717,0.829,0,0.536,-4.34,0.155,95.841,0.291,Electronic
48829,42,0.0000355,0.499,273026,0.714,0.768,0.311,-10.672,0.035,121.978,0.0673,Electronic
91548,33,0.00158,0.55,259800,0.931,0.204,0.0992,-7.122,0.0534,95.987,0.203,Electronic
69965,49,0.000206,0.628,352458,0.577,0.642,0.0838,-8.909,0.0465,125.014,0.192,Electronic
77096,35,0.00509,0.659,322173,0.612,0.659,0.29,-10.88,0.0291,89.013,0.343,Electronic
40362,39,0.0132,0.347,140571,0.663,0.746,0.204,-8.318,0.0498,139.902,0.0532,Electronic
90016,41,0.0792,0.758,266880,0.651,0.156,0.0432,-8.87,0.114,133.991,0.425,Electronic
91725,30,0.0607,0.613,-1,0.815,0.314,0.471,-8.671,0.0359,130.001,0.79,Electronic
50278,45,0.0264,0.609,324640,0.305,0.623,0.366,-15.148,0.0278,90.042,0.326,Electronic
69385,42,0.02,0.563,273493,0.857,0.187,0.189,-4.7,0.074,116.106,0.621,Electronic
66599,34,0.0017,0.473,172593,0.719,0.353,0.271,-6.735,0.0511,81.013,0.0583,Electronic
88914,22,0.0363,0.601,-1,0.79,0.128,0.0486,-6.83,0.0394,117.834,0.779,Electronic
89512,40,0.163,0.773,254815,0.841,0.695,0.561,-2.308,0.321,80.975,0.473,Electronic
52485,42,0.00115,0.344,281600,0.956,0.743,0.427,-2.179,0.289,150.022,0.133,Electronic
46923,45,0.0001139999999999,0.934,237267,0.435,0.203,0.283,-11.446,0.686,129.033,0.587,Electronic
