,ApplicationID,LoanAmount,CreditScore,EmploymentStatus,ApprovalYield
543,544,High,Good,Self-Employed,0.8594157932805891
544,545,High,Poor,Self-Employed,0.7090462617224327
545,546,Low,Fair,Unemployed,0.25656278370136376
546,547,Medium,Good,Employed,0.5502265421562618
547,548,Low,Fair,Self-Employed,0.951403342206657
548,549,High,Fair,Employed,0.5151751703337316
549,550,Low,Fair,Unemployed,0.6466059134228601
550,551,Medium,Poor,Unemployed,0.9058911047877604
551,552,Low,Fair,Self-Employed,0.7805255152438618
552,553,Medium,Excellent,Self-Employed,0.8511742608527708
553,554,High,Fair,Unemployed,0.09553531383466818
554,555,Medium,Poor,Self-Employed,0.5866084631754741
555,556,High,Poor,Self-Employed,0.8692596246510526
556,557,Low,Good,Unemployed,0.09571455552016173
557,558,Low,Good,Self-Employed,0.6070940360887808
558,559,High,Fair,Unemployed,0.39090599590551467
559,560,Low,Poor,Employed,0.14177439352710186
560,561,High,Good,Unemployed,0.675841245087376
561,562,Medium,Fair,Unemployed,0.7175977656581762
562,563,Low,Good,Self-Employed,0.34109002447422054
563,564,Medium,Good,Employed,0.3372271327554204
564,565,High,Poor,Employed,0.2648954472367334
565,566,Low,Poor,Self-Employed,0.4011879140389827
566,567,Low,Good,Employed,0.3549963058319373
567,568,Low,Poor,Employed,0.6696026161339619
568,569,High,Excellent,Unemployed,0.2711474365001848
569,570,Medium,Good,Employed,0.23082918915401207
570,571,Medium,Good,Employed,0.6694869551981901
571,572,High,Excellent,Employed,0.362944271845992
572,573,High,Fair,Self-Employed,0.46520561228371815
573,574,Medium,Excellent,Employed,0.9576252845053802
574,575,Low,Poor,Self-Employed,0.7548378199408478
575,576,High,Excellent,Employed,0.09667644964671962
576,577,Low,Good,Unemployed,0.30085310835325507
577,578,High,Excellent,Employed,0.23464208185545354
578,579,High,Excellent,Employed,0.9924835021583752
579,580,Low,Poor,Employed,0.5209579772720422
580,581,Medium,Fair,Employed,0.787901988292265
581,582,Low,Poor,Employed,0.1593040206189803
582,583,Low,Fair,Unemployed,0.22735730009609878
583,584,Low,Fair,Unemployed,0.08764274676383854
584,585,High,Poor,Unemployed,0.5097242467516981
585,586,High,Excellent,Employed,0.44720254050483565
586,587,Medium,Good,Employed,0.9193919732144173
587,588,High,Good,Employed,0.5665753621714186
588,589,Medium,Excellent,Self-Employed,0.39717877742921104
589,590,Medium,Fair,Unemployed,0.3806232934765801
590,591,Medium,Fair,Employed,0.8059254001176211
591,592,High,Excellent,Employed,0.08091928305125218
592,593,Low,Good,Employed,0.1537911496680311
593,594,High,Fair,Employed,0.9756102008599149
594,595,Medium,Poor,Employed,0.13252467274184843
595,596,Medium,Poor,Self-Employed,0.4870619188189359
596,597,Medium,Excellent,Employed,0.8293324051412837
597,598,High,Good,Unemployed,0.8252007674155681
598,599,Low,Poor,Employed,0.06817230938549357
599,600,Medium,Excellent,Unemployed,0.2325513583653801
600,601,Low,Excellent,Unemployed,0.9364491738836606
601,602,Medium,Poor,Self-Employed,0.6408263146902062
602,603,Low,Good,Employed,0.602553163842865
603,604,High,Good,Self-Employed,0.06134962711066816
604,605,High,Fair,Employed,0.21175535066547835
605,606,Medium,Good,Employed,0.05778056099636664
606,607,High,Poor,Self-Employed,0.23918010421592562
607,608,High,Poor,Unemployed,0.7826960407441492
608,609,Medium,Good,Self-Employed,0.6921613416941319
609,610,Low,Excellent,Self-Employed,0.22889460484661361
610,611,Low,Good,Unemployed,0.6238958362916385
611,612,Medium,Good,Employed,0.13071037674019947
612,613,High,Fair,Unemployed,0.35423624044477453
613,614,High,Excellent,Employed,0.8275378955668743
614,615,Low,Poor,Employed,0.963822275482351
615,616,High,Fair,Employed,0.4813441516353236
616,617,Medium,Fair,Self-Employed,0.5821482297799723
617,618,High,Fair,Self-Employed,0.6189481930077215
618,619,Low,Poor,Employed,0.24120145759954148
619,620,Low,Poor,Employed,0.06461667984408614
620,621,Low,Good,Unemployed,0.547959488973693
621,622,High,Poor,Self-Employed,0.14923777795017612
622,623,Medium,Excellent,Employed,0.32467592689006
623,624,Medium,Excellent,Self-Employed,0.37588828514576933
624,625,Low,Fair,Employed,0.7850165438370569
625,626,Low,Poor,Unemployed,0.1021495296575381
626,627,Low,Poor,Unemployed,0.8088834616363281
627,628,Low,Poor,Employed,0.9303188848378237
628,629,Low,Excellent,Self-Employed,0.4954521034609818
629,630,High,Fair,Unemployed,0.6139335847600618
630,631,High,Excellent,Unemployed,0.15016900081704165
631,632,Low,Good,Unemployed,0.04783082039410547
632,633,Low,Good,Self-Employed,0.6590355342036808
633,634,High,Excellent,Self-Employed,0.01210847523488745
634,635,Low,Excellent,Unemployed,0.38759523148276953
635,636,High,Fair,Self-Employed,0.9707499576706702
636,637,High,Good,Self-Employed,0.18519556786746794
637,638,High,Fair,Unemployed,0.5496160437189245
638,639,Medium,Excellent,Employed,0.020944961030912812
639,640,Low,Good,Unemployed,0.9759908495987925
640,641,High,Fair,Self-Employed,0.12138641815940643
641,642,Medium,Excellent,Employed,0.06925430628585993
642,643,Low,Fair,Self-Employed,0.041951223431636264
643,644,Medium,Fair,Unemployed,0.12523357043282712
644,645,High,Excellent,Employed,0.6018815896363221
645,646,Low,Excellent,Self-Employed,0.5207681418342127
646,647,Medium,Good,Employed,0.3382675059944984
647,648,Medium,Good,Unemployed,0.3721670238375133
648,649,High,Fair,Employed,0.6129395824945255
649,650,Medium,Excellent,Employed,0.928317532848577
650,651,High,Fair,Unemployed,0.645810812655206
651,652,High,Fair,Employed,0.861369996363436
652,653,Low,Excellent,Unemployed,0.5440165791827516
653,654,Low,Poor,Employed,0.46053949727414
654,655,Medium,Excellent,Employed,0.7764474464997246
655,656,High,Excellent,Employed,0.7531873359134028
656,657,Low,Fair,Unemployed,0.7279471767307432
657,658,Medium,Poor,Unemployed,0.7259799099852955
658,659,High,Fair,Self-Employed,0.4883941300649396
659,660,High,Excellent,Unemployed,0.41341644929526145
660,661,Low,Poor,Unemployed,0.50836054691628
661,662,High,Fair,Self-Employed,0.15156937158767358
662,663,Medium,Good,Self-Employed,0.877138441511404
663,664,Low,Good,Employed,0.558042325148967
664,665,Low,Excellent,Unemployed,0.8814507796750214
665,666,High,Excellent,Employed,0.6575603127780231
666,667,Low,Fair,Unemployed,0.7330712960296748
667,668,High,Good,Self-Employed,0.6878841098799151
668,669,Low,Poor,Employed,0.8480477911307719
669,670,Medium,Fair,Unemployed,0.011031614262465794
670,671,Low,Fair,Unemployed,0.3679407513020845
671,672,High,Excellent,Self-Employed,0.8419703714967087
672,673,Medium,Excellent,Self-Employed,0.9963343376272473
673,674,High,Poor,Employed,0.8861957804650745
674,675,High,Fair,Unemployed,0.6630420045004922
675,676,Medium,Excellent,Self-Employed,0.0032182636042786816
676,677,Medium,Fair,Unemployed,0.3876735947503942
677,678,Low,Good,Self-Employed,0.48097288988612374
678,679,Medium,Good,Unemployed,0.5799837874281313
679,680,High,Excellent,Employed,0.4865976622437531
680,681,Medium,Fair,Self-Employed,0.26982072012821434
681,682,High,Poor,Self-Employed,0.07705827913433116
682,683,Medium,Excellent,Unemployed,0.7459252088136745
683,684,Medium,Fair,Unemployed,0.7886149646724064
684,685,High,Excellent,Unemployed,0.14745252670628395
685,686,High,Poor,Self-Employed,0.2358575991436871
686,687,High,Excellent,Unemployed,0.5982252940637388
687,688,High,Good,Self-Employed,0.7336158300423125
688,689,Medium,Poor,Unemployed,0.421248053294072
689,690,High,Good,Self-Employed,0.40990488969628824
690,691,Medium,Excellent,Self-Employed,0.7399863866856118
691,692,Medium,Excellent,Unemployed,0.18447625313363936
692,693,Low,Fair,Employed,0.16529411097017455
693,694,High,Poor,Employed,0.8316970436757735
694,695,Low,Fair,Unemployed,0.9296169228756842
695,696,High,Poor,Self-Employed,0.25929675886577375
696,697,Medium,Fair,Self-Employed,0.37691416473637196
697,698,Low,Excellent,Unemployed,0.4351803992553568
698,699,Low,Excellent,Employed,0.6311706459567064
699,700,Medium,Good,Self-Employed,0.49646115235529975
700,701,Low,Excellent,Unemployed,0.007029203813619156
701,702,Low,Fair,Employed,0.6102251494776413
702,703,Low,Good,Unemployed,0.956614621083458
703,704,Medium,Excellent,Employed,0.28218707469320015
704,705,High,Good,Self-Employed,0.9062545805210367
705,706,Medium,Excellent,Employed,0.4288868788610386
706,707,Low,Poor,Employed,0.06536615756438524
707,708,Low,Excellent,Self-Employed,0.06265320345535452
708,709,Medium,Good,Unemployed,0.34592044750169426
709,710,Medium,Poor,Self-Employed,0.3473433262588427
710,711,High,Good,Employed,0.7324487318380898
711,712,High,Excellent,Self-Employed,0.8821356142820601
712,713,Low,Fair,Employed,0.4187933190741614
713,714,Medium,Poor,Unemployed,0.9812970904972467
714,715,Medium,Poor,Self-Employed,0.7251557275511148
715,716,Low,Excellent,Unemployed,0.4639324866883362
716,717,Low,Poor,Unemployed,0.18301544423472715
717,718,Low,Fair,Unemployed,0.2253169299512351
718,719,Medium,Poor,Self-Employed,0.6837541055770425
719,720,Low,Poor,Unemployed,0.22740949586137893
720,721,Medium,Good,Unemployed,0.7916999884533517
721,722,Low,Poor,Employed,0.08172534574677826
722,723,Medium,Fair,Unemployed,0.42863054697047576
723,724,Low,Fair,Employed,0.8499753714806619
724,725,Medium,Fair,Employed,0.8619869084042723
725,726,High,Poor,Self-Employed,0.5454318694069055
726,727,High,Excellent,Employed,0.8064036172328395
727,728,Medium,Good,Self-Employed,0.7862781993840331
728,729,High,Poor,Employed,0.33021506487149754
729,730,Medium,Excellent,Employed,0.01794567856849183
730,731,Low,Good,Employed,0.16161981128587144
731,732,Medium,Good,Unemployed,0.4512393441809881
732,733,Medium,Excellent,Employed,0.5579807387826399
733,734,Medium,Poor,Employed,0.34366319260910305
734,735,Low,Fair,Self-Employed,0.10547369995663058
735,736,High,Poor,Self-Employed,0.38042000750756233
736,737,High,Poor,Self-Employed,0.19560927304451503
737,738,Medium,Excellent,Unemployed,0.5775933658811575
738,739,Low,Excellent,Self-Employed,0.6426746576724236
739,740,High,Excellent,Employed,0.53302886724614
740,741,Medium,Excellent,Employed,0.7932613504382544
741,742,High,Excellent,Self-Employed,0.36310073663401043
742,743,High,Fair,Self-Employed,0.9835214727152221
743,744,Low,Excellent,Unemployed,0.03338360178638122
744,745,Low,Excellent,Self-Employed,0.31316199481728235
745,746,Medium,Fair,Employed,0.08346408498938329
746,747,Low,Excellent,Self-Employed,0.5052067735766382
747,748,Low,Good,Unemployed,0.9841103190364978
748,749,Low,Fair,Unemployed,0.32301119838621384
749,750,Medium,Fair,Self-Employed,0.6561340180205807
750,751,High,Poor,Unemployed,0.0930304864600272
751,752,Low,Excellent,Employed,0.20975294768368136
752,753,Medium,Poor,Self-Employed,0.18741194409758222
753,754,Low,Poor,Employed,0.5407937549855444
754,755,High,Excellent,Unemployed,0.47116789893281463
755,756,High,Excellent,Unemployed,0.3577982653254418
756,757,Medium,Fair,Self-Employed,0.8798219139516953
757,758,Medium,Fair,Unemployed,0.11294320841117356
758,759,Medium,Fair,Unemployed,0.23987411275594472
759,760,Medium,Poor,Self-Employed,0.45035097890541265
760,761,Medium,Good,Unemployed,0.43550545439815935
761,762,Medium,Poor,Unemployed,0.8061958810037908
762,763,Medium,Good,Self-Employed,0.6341421382957368
763,764,Low,Excellent,Employed,0.325104015431699
764,765,High,Good,Employed,0.8557372589057863
765,766,Low,Excellent,Self-Employed,0.27927608845441043
766,767,High,Good,Employed,0.5126547531450529
767,768,Medium,Good,Self-Employed,0.06850540662697957
768,769,Low,Poor,Unemployed,0.653162790531283
769,770,Medium,Excellent,Unemployed,0.7660647765353026
770,771,High,Excellent,Unemployed,0.8988473881802473
771,772,High,Poor,Employed,0.670732311905834
772,773,High,Good,Self-Employed,0.3897593874264921
773,774,Medium,Fair,Employed,0.86456360952267
774,775,Medium,Good,Self-Employed,0.9768003285106593
775,776,Medium,Good,Unemployed,0.04202467517140529
776,777,Medium,Fair,Employed,0.28003732955048943
777,778,Low,Good,Employed,0.9107701616439152
778,779,Medium,Good,Unemployed,0.8394609095007669
779,780,Low,Good,Employed,0.7266709920703233
780,781,High,Excellent,Self-Employed,0.532675886761555
781,782,High,Good,Employed,0.2184431828833071
782,783,Low,Poor,Unemployed,0.24189382825883898
783,784,Low,Excellent,Unemployed,0.8245348080870322
784,785,Low,Good,Unemployed,0.2999191115069847
785,786,Medium,Poor,Self-Employed,0.9028949951919872
786,787,Medium,Poor,Unemployed,0.5932215701073843
787,788,Low,Excellent,Self-Employed,0.6261761715931382
788,789,Low,Fair,Unemployed,0.28529033835731643
789,790,High,Good,Employed,0.8556960938375394
790,791,High,Poor,Unemployed,0.25230724983940656
791,792,Low,Good,Unemployed,0.7375657490928268
792,793,Low,Poor,Unemployed,0.6692002629380784
793,794,Low,Fair,Unemployed,0.025141958277272725
794,795,High,Good,Employed,0.43459596085871177
795,796,High,Good,Unemployed,0.3408156997898466
796,797,Low,Fair,Unemployed,0.6313075530919887
797,798,Low,Poor,Self-Employed,0.23743346837480628
798,799,High,Excellent,Employed,0.7867503351544369
799,800,High,Fair,Employed,0.27156876475103986
800,801,High,Good,Unemployed,0.5062660594952028
801,802,High,Fair,Employed,0.8914800156235068
802,803,Medium,Poor,Unemployed,0.47249335500651357
803,804,Medium,Good,Self-Employed,0.2768143077913058
804,805,Low,Poor,Unemployed,0.47297134609551017
805,806,High,Excellent,Employed,0.6107800710757683
806,807,Low,Excellent,Unemployed,0.5165726284459791
807,808,Medium,Poor,Employed,0.049496853493666615
808,809,High,Excellent,Unemployed,0.3388606493387516
809,810,Low,Poor,Unemployed,0.2185098343541303
810,811,Medium,Good,Employed,0.9317537194328164
811,812,Low,Excellent,Unemployed,0.28456230176289754
812,813,Low,Excellent,Unemployed,0.3452231428016921
813,814,High,Good,Unemployed,0.029668223064739818
814,815,High,Fair,Self-Employed,0.450597018983134
815,816,High,Fair,Unemployed,0.3945760755976464
816,817,High,Excellent,Unemployed,0.7140326444668564
817,818,Low,Excellent,Unemployed,0.8237903842212947
818,819,High,Excellent,Employed,0.7213934511062883
819,820,Low,Good,Employed,0.051135381442100725
820,821,Low,Good,Self-Employed,0.04055873754468142
821,822,Medium,Fair,Employed,0.6652921019780552
822,823,Low,Good,Employed,0.09228479207325724
823,824,High,Excellent,Unemployed,0.07100766453325547
824,825,Medium,Good,Self-Employed,0.7498507644364663
825,826,Medium,Good,Unemployed,0.6786699566725648
826,827,Medium,Good,Self-Employed,0.5986924023190974
827,828,Medium,Fair,Self-Employed,0.9132869475762367
828,829,Low,Good,Self-Employed,0.7239730554660938
829,830,High,Poor,Employed,0.5299915229264187
830,831,High,Excellent,Employed,0.14213712379345766
831,832,Low,Poor,Employed,0.5324926994371466
832,833,High,Poor,Self-Employed,0.5771998867345508
833,834,Medium,Poor,Unemployed,0.8080226299065529
834,835,High,Good,Unemployed,0.729173487549448
835,836,Low,Fair,Unemployed,0.6924928266692253
836,837,Medium,Excellent,Self-Employed,0.07761464473144086
837,838,Low,Poor,Employed,0.7889851599207933
838,839,Medium,Excellent,Self-Employed,0.4501233611819322
839,840,High,Poor,Self-Employed,0.0988736176406354
840,841,High,Excellent,Employed,0.37005233467425525
841,842,Medium,Excellent,Unemployed,0.5258125988733238
842,843,Medium,Excellent,Unemployed,0.6457405100956123
843,844,Low,Excellent,Unemployed,0.3458774607378574
844,845,High,Poor,Employed,0.6458223862864843
845,846,High,Good,Self-Employed,0.071711888847651
846,847,Medium,Good,Unemployed,0.10125991461515893
847,848,Low,Excellent,Employed,0.8417233617446761
848,849,Medium,Poor,Self-Employed,0.688274235780237
849,850,Low,Fair,Unemployed,0.22848674675477076
850,851,High,Good,Self-Employed,0.13578904706393713
851,852,Medium,Good,Employed,0.03095579091934353
852,853,High,Fair,Self-Employed,0.023352096328185912
853,854,High,Poor,Self-Employed,0.48785119719240644
854,855,Medium,Poor,Employed,0.11613896020052561
855,856,Medium,Excellent,Unemployed,0.4740064284831559
856,857,Medium,Excellent,Employed,0.8267073597414875
857,858,Low,Poor,Unemployed,0.60687734157693
858,859,Medium,Excellent,Unemployed,0.3855119047369223
859,860,Medium,Excellent,Unemployed,0.1541450431784871
860,861,Low,Poor,Employed,0.16833695591913023
861,862,Low,Good,Self-Employed,0.44044135031242404
862,863,Medium,Fair,Unemployed,0.19462383670487193
863,864,Low,Poor,Employed,0.6773873215187168
864,865,Low,Excellent,Self-Employed,0.5577088262500439
865,866,High,Poor,Self-Employed,0.1391967013456955
866,867,High,Poor,Self-Employed,0.8167569301195281
867,868,High,Poor,Unemployed,0.7345779231214132
868,869,Medium,Excellent,Employed,0.5693773611822828
869,870,Medium,Good,Unemployed,0.7308180287118088
870,871,Low,Poor,Unemployed,0.5430245839576632
871,872,High,Good,Self-Employed,0.909454610937242
872,873,High,Fair,Unemployed,0.4584664245692578
873,874,Medium,Poor,Employed,0.790509794274885
874,875,Low,Poor,Unemployed,0.8770905810181889
875,876,Medium,Poor,Self-Employed,0.4626756050653935
876,877,Medium,Good,Self-Employed,0.37532990791960186
877,878,Medium,Good,Unemployed,0.5627116990223392
878,879,High,Good,Self-Employed,0.5112754622007512
879,880,Low,Good,Employed,0.7257164632199491
880,881,Low,Fair,Self-Employed,0.40758420857381694
881,882,High,Good,Self-Employed,0.5914067594224881
882,883,High,Poor,Self-Employed,0.20047451552840279
883,884,Low,Excellent,Unemployed,0.4391498166337483
884,885,Low,Poor,Self-Employed,0.31189908000428046
885,886,High,Good,Unemployed,0.5104324890042322
886,887,Medium,Poor,Self-Employed,0.7340297625893063
887,888,Medium,Excellent,Employed,0.6877220424305607
888,889,High,Good,Employed,0.5272261808398002
889,890,Medium,Poor,Employed,0.3334073221591105
890,891,High,Excellent,Employed,0.9574480190380962
891,892,High,Good,Self-Employed,0.20065101740376123
892,893,Medium,Poor,Self-Employed,0.002317547904813866
893,894,High,Poor,Unemployed,0.6329063306784342
894,895,High,Poor,Unemployed,0.7534279222569691
895,896,Low,Excellent,Unemployed,0.7661159327955862
896,897,High,Fair,Self-Employed,0.08860471396967906
897,898,Low,Fair,Employed,0.2803344607915209
898,899,Medium,Good,Employed,0.3061373408795932
899,900,High,Fair,Unemployed,0.9476880259644708
900,901,Medium,Poor,Unemployed,0.10094119997752149
901,902,Medium,Excellent,Employed,0.07686207527616351
902,903,High,Fair,Employed,0.2422312178245669
903,904,Medium,Excellent,Employed,0.07290183536790351
904,905,Low,Excellent,Self-Employed,0.21111247116613618
905,906,Medium,Good,Self-Employed,0.8034827432968846
906,907,Medium,Excellent,Employed,0.26616801251553746
907,908,Medium,Poor,Self-Employed,0.4764369863437916
908,909,Low,Poor,Unemployed,0.21927396192387572
909,910,Low,Poor,Self-Employed,0.35781408411354887
910,911,Low,Poor,Employed,0.1878428525377741
911,912,High,Good,Employed,0.45394684810835706
912,913,Medium,Excellent,Employed,0.24193168031552958
913,914,Medium,Excellent,Unemployed,0.8039585075525203
914,915,Medium,Fair,Self-Employed,0.11995369302388992
915,916,High,Good,Employed,0.40144563091319363
916,917,High,Fair,Employed,0.13382836299969314
917,918,Medium,Good,Self-Employed,0.27154704741124236
918,919,Low,Good,Unemployed,0.00013469300448532007
919,920,Medium,Poor,Employed,0.7150387188506838
920,921,Medium,Fair,Unemployed,0.06268962162186587
921,922,Medium,Excellent,Unemployed,0.3403707463057627
922,923,Low,Excellent,Unemployed,0.9308873720608084
923,924,Low,Poor,Self-Employed,0.27039328638452553
924,925,High,Fair,Employed,0.8918721448107347
925,926,Low,Good,Unemployed,0.3773136614063236
926,927,High,Poor,Unemployed,0.6870192665032427
927,928,Medium,Poor,Unemployed,0.9301709654384246
928,929,Low,Excellent,Self-Employed,0.004363269650309087
929,930,High,Poor,Unemployed,0.8755112265526162
930,931,Low,Poor,Self-Employed,0.950772707731338
931,932,High,Poor,Employed,0.26896803159538596
932,933,High,Good,Unemployed,0.04818601239329623
933,934,Low,Fair,Self-Employed,0.5004011457102012
934,935,Low,Good,Self-Employed,0.11097752458514809
935,936,Medium,Good,Unemployed,0.0523550201874724
936,937,Low,Poor,Employed,0.5520693646533779
937,938,High,Fair,Unemployed,0.6573534821701286
938,939,High,Fair,Employed,0.21574067917645412
939,940,Low,Good,Unemployed,0.03593867492155334
940,941,Low,Excellent,Self-Employed,0.12572426899222622
941,942,High,Excellent,Employed,0.6448326040223138
942,943,Low,Excellent,Employed,0.1992152748940531
943,944,Low,Excellent,Self-Employed,0.3677859877561529
944,945,Low,Poor,Employed,0.7820153349329673
945,946,Low,Excellent,Self-Employed,0.8354802257421944
946,947,Medium,Poor,Unemployed,0.9110687027673836
947,948,Medium,Fair,Unemployed,0.12436839900051022
948,949,Medium,Good,Unemployed,0.736200425060762
949,950,Medium,Poor,Employed,0.2666751966619776
950,951,Low,Good,Unemployed,0.9634992408875883
951,952,Medium,Fair,Unemployed,0.3118638579168832
952,953,High,Poor,Employed,0.8571295598562823
953,954,Medium,Poor,Employed,0.770158211757096
954,955,Medium,Poor,Employed,0.18173919070946298
955,956,High,Excellent,Unemployed,0.34180370549218253
956,957,High,Fair,Self-Employed,0.3480955931682881
957,958,Medium,Excellent,Self-Employed,0.6630073461417759
958,959,Low,Good,Self-Employed,0.6755800919502598
959,960,High,Excellent,Unemployed,0.6061465649334797
960,961,Low,Fair,Self-Employed,0.3029157288331926
961,962,High,Poor,Unemployed,0.9373784381643208
962,963,Medium,Excellent,Unemployed,0.747444406596694
963,964,High,Excellent,Employed,0.5822087597682312
964,965,Low,Good,Unemployed,0.5307373552868359
965,966,Medium,Good,Self-Employed,0.5612935429484027
966,967,Medium,Poor,Unemployed,0.22538126800676583
967,968,High,Fair,Unemployed,0.6224136415659967
968,969,Medium,Good,Unemployed,0.2762373249751531
969,970,Low,Poor,Self-Employed,0.1638810237804822
970,971,High,Good,Unemployed,0.3451922084942105
971,972,Medium,Excellent,Employed,0.4699882681579366
972,973,High,Good,Unemployed,0.6899997373089434
973,974,Medium,Poor,Employed,0.007841590771916818
974,975,Low,Good,Employed,0.4156421866859057
975,976,Medium,Good,Employed,0.24189329411288918
976,977,Low,Fair,Unemployed,0.9623102029877842
977,978,Medium,Fair,Employed,0.8069654908839936
978,979,Medium,Fair,Employed,0.18030793542277812
979,980,High,Fair,Self-Employed,0.16574977982015593
980,981,Low,Excellent,Unemployed,0.04997902865967874
981,982,Low,Poor,Self-Employed,0.7931428739967394
982,983,High,Good,Employed,0.10889331398103907
983,984,High,Excellent,Self-Employed,0.9811437317918219
984,985,Low,Excellent,Self-Employed,0.45896347937729864
985,986,Medium,Good,Self-Employed,0.07308156202701499
986,987,Medium,Fair,Employed,0.01419004939576718
987,988,High,Poor,Self-Employed,0.35504105645195827
988,989,Low,Good,Self-Employed,0.5214596387214719
989,990,Medium,Fair,Self-Employed,0.3927937758093434
990,991,Medium,Excellent,Employed,0.718331175372004
991,992,High,Fair,Unemployed,0.45823465039283384
992,993,Low,Good,Employed,0.7716269109786077
993,994,Medium,Excellent,Unemployed,0.8354078308421259
994,995,Low,Excellent,Employed,0.8047531219896948
995,996,Low,Excellent,Employed,0.3216699896595486
996,997,Medium,Good,Self-Employed,0.25382107815669486
997,998,High,Poor,Unemployed,0.480890146603009
998,999,Low,Poor,Employed,0.9013830966419349
999,1000,Medium,Excellent,Self-Employed,0.9195310246560497
1000,1001,High,Poor,Unemployed,0.761007923495392
1001,1002,Low,Good,Unemployed,0.032617948341566505
1002,1003,High,Poor,Self-Employed,0.5771225860383208
1003,1004,Medium,Poor,Employed,0.992442289374779
1004,1005,Low,Excellent,Unemployed,0.35857846152487316
1005,1006,Low,Fair,Unemployed,0.19159294573482577
1006,1007,Low,Excellent,Self-Employed,0.5059579077349317
1007,1008,High,Poor,Unemployed,0.22869440940036478
1008,1009,Low,Poor,Employed,0.8667703545060003
1009,1010,Low,Poor,Unemployed,0.43138064877407467
1010,1011,High,Excellent,Self-Employed,0.4275018313281117
1011,1012,Medium,Good,Self-Employed,0.1438143503148137
1012,1013,High,Good,Self-Employed,0.9464565131504055
1013,1014,Low,Poor,Employed,0.7803655030068817
1014,1015,Medium,Excellent,Self-Employed,0.544505769049228
1015,1016,Low,Poor,Unemployed,0.2956946740416042
1016,1017,High,Fair,Employed,0.07115828517343281
1017,1018,Medium,Good,Self-Employed,0.5069204379618346
1018,1019,High,Good,Self-Employed,0.835825927910516
1019,1020,Low,Excellent,Employed,0.7739062217706651
1020,1021,Medium,Excellent,Self-Employed,0.5156594058564534
1021,1022,Low,Good,Unemployed,0.2824724263700037
1022,1023,High,Poor,Unemployed,0.3918239632835
1023,1024,Low,Fair,Unemployed,1.1634755366141114e-05
1024,1025,Low,Excellent,Employed,0.3621762547987283
1025,1026,Low,Fair,Self-Employed,0.20357837754636043
1026,1027,Low,Poor,Self-Employed,0.882734380673422
1027,1028,Medium,Good,Employed,0.7317247365642129
1028,1029,High,Poor,Unemployed,0.7590689392583757
1029,1030,Medium,Fair,Employed,0.3252951340230311
1030,1031,Low,Excellent,Self-Employed,0.2714385776342002
1031,1032,Low,Fair,Self-Employed,0.9995439187190943
1032,1033,High,Excellent,Employed,0.39319520102792227
1033,1034,Low,Excellent,Unemployed,0.38068968116086577
1034,1035,High,Good,Employed,0.7093208284726096
1035,1036,High,Fair,Self-Employed,0.517596301315522
1036,1037,Low,Good,Employed,0.4818674792746166
1037,1038,Low,Excellent,Self-Employed,0.7144241640712422
1038,1039,Low,Poor,Employed,0.780731853200901
1039,1040,High,Poor,Self-Employed,0.36928077021554107
1040,1041,Low,Good,Employed,0.6972093819096368
1041,1042,High,Good,Employed,0.9209945210965759
1042,1043,High,Fair,Self-Employed,0.8504716147608377
1043,1044,Low,Poor,Employed,0.807070903866703
1044,1045,Low,Poor,Unemployed,0.21339334797568954
1045,1046,Low,Good,Unemployed,0.7011698615902597
1046,1047,High,Poor,Self-Employed,0.549309771480104
1047,1048,Low,Good,Employed,0.163035336931591
1048,1049,Medium,Poor,Self-Employed,0.7821712630912462
1049,1050,High,Excellent,Employed,0.703699779629051
1050,1051,Medium,Fair,Unemployed,0.09751432564089746
1051,1052,High,Poor,Self-Employed,0.7061931829633586
1052,1053,Low,Poor,Self-Employed,0.4295959435760647
1053,1054,Low,Good,Employed,0.11849235876840059
1054,1055,Medium,Good,Self-Employed,0.3965536819899632
1055,1056,High,Good,Employed,0.8087899845635385
1056,1057,High,Excellent,Self-Employed,0.31654966526787
1057,1058,Medium,Good,Unemployed,0.7966813971913723
1058,1059,High,Fair,Self-Employed,0.5717459831437487
1059,1060,High,Good,Self-Employed,0.012156771477386807
1060,1061,Low,Poor,Employed,0.3906821109859392
1061,1062,Low,Good,Unemployed,0.9349944318387654
1062,1063,Low,Poor,Employed,0.6055047666158765
1063,1064,High,Poor,Employed,0.08391953582142941
1064,1065,Low,Good,Employed,0.332456157148712
1065,1066,Medium,Fair,Self-Employed,0.3814410414133115
1066,1067,Low,Poor,Employed,0.7334867464921039
1067,1068,High,Fair,Self-Employed,0.41833386410228013
1068,1069,Medium,Poor,Unemployed,0.32525390592455194
1069,1070,High,Fair,Unemployed,0.9803687409421851
1070,1071,Medium,Fair,Unemployed,0.9771042330515733
1071,1072,Medium,Fair,Employed,0.1133035047274642
1072,1073,Medium,Poor,Unemployed,0.18981530297215599
1073,1074,Low,Poor,Self-Employed,0.5197042628944842
1074,1075,High,Good,Self-Employed,0.2053329387067998
1075,1076,Low,Good,Employed,0.2874616648972501
1076,1077,Medium,Fair,Employed,0.14394191357223085
1077,1078,High,Good,Self-Employed,0.07558361385406698
1078,1079,Medium,Excellent,Self-Employed,0.43037474969079326
1079,1080,High,Excellent,Self-Employed,0.6485048201186882
1080,1081,Medium,Poor,Employed,0.7037923109905077
1081,1082,Medium,Good,Self-Employed,0.6760262880525475
